Date,Timestep,Wind,Solar,Load
7/10/2012,19:00:00,4.262381117,0,49.24780301
7/10/2012,19:30:00,7.466190892,0,43.01946189
7/10/2012,20:00:00,7.813094883,0,41.83721367
7/10/2012,20:30:00,7.435236433,0,41.613158
7/10/2012,21:00:00,5.948095775,0,53.7517452
7/10/2012,21:30:00,6.701667375,0.18,54.44628144
7/10/2012,22:00:00,8.6245237,0,50.25880439
7/10/2012,22:30:00,8.230000408,0,46.63522995
7/10/2012,23:00:00,5.668095242,0,42.27361284
7/10/2012,23:30:00,6.88452405,0,41.91312813
7/11/2012,0:00:00,8.792856367,0,37.1748374
7/11/2012,0:30:00,4.1352372,0,35.02674215
7/11/2012,1:00:00,3.357856367,0,32.6090793
7/11/2012,1:30:00,2.8385716,0,28.60441953
7/11/2012,2:00:00,5.296903333,0,30.18158249
7/11/2012,2:30:00,6.865951967,0,30.1574801
7/11/2012,3:00:00,8.155951733,0,34.09417458
7/11/2012,3:30:00,11.70952387,0,34.71445089
7/11/2012,4:00:00,16.18023738,0,35.05107732
7/11/2012,4:30:00,19.01619047,0,29.32471743
7/11/2012,5:00:00,21.50928672,0,33.52617309
7/11/2012,5:30:00,20.55309483,0,37.00327223
7/11/2012,6:00:00,25.83841918,0,40.97223194
7/11/2012,6:30:00,40.11378971,0,51.71295781
7/11/2012,7:00:00,40.63510351,0,30.21247342
7/11/2012,7:30:00,42.77603191,0,31.74665209
7/11/2012,8:00:00,40.21788369,0.540793651,49.44818893
7/11/2012,8:30:00,33.05231542,1.176031746,41.49790033
7/11/2012,9:00:00,35.81452643,1.716825397,34.1047313
7/11/2012,9:30:00,38.28772507,3.657301587,34.41176924
7/11/2012,10:00:00,35.94545823,6.835873016,35.39090482
7/11/2012,10:30:00,35.08357268,7.834761905,38.4187109
7/11/2012,11:00:00,42.336161,10.57396825,41.4765865
7/11/2012,11:30:00,44.03536297,16.7352381,37.53100054
7/11/2012,12:00:00,44.77207543,16.22730159,33.3977166
7/11/2012,12:30:00,44.77257548,11.70238095,37.6449605
7/11/2012,13:00:00,35.6857772,18.43253968,38.52004214
7/11/2012,13:30:00,44.25892601,17.16015873,33.70154966
7/11/2012,14:00:00,44.14594333,15.83333333,31.89566641
7/11/2012,14:30:00,44.5014813,14.16412698,33.76692201
7/11/2012,15:00:00,45.49497333,11.90079365,33.63580837
7/11/2012,15:30:00,42.62682779,7.98952381,38.23573275
7/11/2012,16:00:00,38.79766602,3.01047619,43.19782956
7/11/2012,16:30:00,44.19627917,1.316031746,44.138595
7/11/2012,17:00:00,38.93872988,0.150793651,50.84890862
7/11/2012,17:30:00,33.55477154,0,42.41303878
7/11/2012,18:00:00,29.24711911,0,49.52581118
7/11/2012,18:30:00,22.13499298,0,59.79446758
7/11/2012,19:00:00,16.54882393,0,77.01119961
7/11/2012,19:30:00,12.43046714,0,61.85524241
7/11/2012,20:00:00,11.92055298,0,42.74469103
7/11/2012,20:30:00,11.22404405,0.18,62.91215158
