Wind,Solar,Load,
4.079761492,0.18,70.77885035,0
4.945238217,0,65.44081336,0
4.496666183,0,34.55924357,0
2.484523208,0,35.48239377,0
0.479523808,0,40.9423103,0
0,0,41.48844701,0
0,0,33.32881485,0
0,0,31.50668274,0
0,0,35.66523743,0
0,0,38.21523034,0
0,0,42.74894879,0
0,0,33.37235918,0
0,0.330793651,34.064064,0
0,2.066031746,36.68766833,0
1.540236725,2.043650794,38.48273786,0
5.1680947,4.366507937,38.28766853,0
6.738809817,5.406190476,35.86804747,0
8.987619342,5.726190476,46.8801613,0
7.204761483,7.009047619,78.31266848,0
6.47904625,9.391428571,66.6972215,0
3.643332917,14.2752381,63.29872041,0
0,14.42603175,60.00920813,0
0,13.35714286,54.54517513,0
0.963332742,11.31349206,36.12993547,0
1.026189883,11.09380952,32.92800028,0
0,14.18,36.37940821,0
4.590712967,4.822539683,45.21015086,0
5.023095242,1.778888889,45.03264907,0
6.408333575,0.966825397,43.32677556,0
8.971905542,0.540793651,51.56669852,0
8.490712392,0.227619048,53.02859637,0
7.749762675,0,56.74540898,0
9.103809583,0,56.99089904,0
9.720238267,0,57.51373766,0
5.886189525,0,49.90598748,0
4.262381117,0,49.24780301,0
7.466190892,0,43.01946189,0
7.813094883,0,41.83721367,0
7.435236433,0,41.613158,0
5.948095775,0,53.7517452,0
6.701667375,0.18,54.44628144,0
8.6245237,0,50.25880439,0
8.230000408,0,46.63522995,0
5.668095242,0,42.27361284,0
6.88452405,0,41.91312813,0
8.792856367,0,37.1748374,0
4.1352372,0,35.02674215,0
3.357856367,0,32.6090793,0
2.8385716,0,28.60441953,0
5.296903333,0,30.18158249,0
6.865951967,0,30.1574801,0
8.155951733,0,34.09417458,0
11.70952387,0,34.71445089,0
16.18023738,0,35.05107732,0
19.01619047,0,29.32471743,0
21.50928672,0,33.52617309,0
20.55309483,0,37.00327223,0
25.83841918,0,40.97223194,0
40.11378971,0,51.71295781,0
40.63510351,0,30.21247342,10.42263009
42.77603191,0,31.74665209,11.02937982
40.21788369,0.540793651,49.44818893,0
33.05231542,1.176031746,41.49790033,0
35.81452643,1.716825397,34.1047313,3.426620527
38.28772507,3.657301587,34.41176924,7.533257417
35.94545823,6.835873016,35.39090482,7.390426426
35.08357268,7.834761905,38.4187109,4.499623685
42.336161,10.57396825,41.4765865,11.43354275
44.03536297,16.7352381,37.53100054,23.23960053
44.77207543,16.22730159,33.3977166,27.60166042
44.77257548,11.70238095,37.6449605,18.82999593
35.6857772,18.43253968,38.52004214,15.59827474
44.25892601,17.16015873,33.70154966,27.71753508
44.14594333,15.83333333,31.89566641,28.08361025
44.5014813,14.16412698,33.76692201,24.89868627
45.49497333,11.90079365,33.63580837,23.75995861
42.62682779,7.98952381,38.23573275,12.38061885
38.79766602,3.01047619,43.19782956,0
44.19627917,1.316031746,44.138595,1.373715916
38.93872988,0.150793651,50.84890862,0
33.55477154,0,42.41303878,0
29.24711911,0,49.52581118,0
22.13499298,0,59.79446758,0
16.54882393,0,77.01119961,0
12.43046714,0,61.85524241,0
11.92055298,0,42.74469103,0
11.22404405,0.18,62.91215158,0
9.593487442,0,108.223822,0
10.49851416,0,69.39802013,0
8.004894058,0,72.39584483,0
9.227632792,0,43.8368196,0
6.5582978,0,42.72966558,0
5.7821009,0,39.95837343,0
4.230868867,0,34.52841708,0
5.689401433,0,41.98430985,0
8.566754108,0,39.80448557,0
10.8215528,0,39.90408597,0
15.3051572,0,38.39495657,0
14.1814266,0,39.49567291,0
11.86042828,0,39.13003911,0
10.35831285,0,42.70684048,0
12.49006518,0,41.54330304,0
10.74396197,0,36.00067376,0
13.00885334,0,35.46846889,0
9.573522142,0,40.65619849,0
4.280912967,0,42.89536588,0
0.004840117,0,59.3588384,0
1.145476483,0,35.14363255,0
0.058340417,0,41.8447689,0
0,0.576825397,37.92255074,0
0.040709467,2.87047619,41.51782489,0
0,2.235238095,36.57480719,0
0,2.866507937,40.29711939,0
0,2.954920635,39.65955635,0
0,2.925714286,40.53424299,0
0.036436425,1.882063492,56.08327994,0
0,1.466825397,93.33851074,0
0,1.628095238,71.22883186,0
0,2.763333333,56.0185031,0
0.03052625,2.458888889,50.47361929,0
0,3.256507937,39.96393805,0
0.028442142,5.880952381,52.06823101,0
6.2032178,3.165238095,54.40529903,0
8.613347442,2.774920635,54.56257679,0
4.847081017,1.76047619,58.22208432,0
2.085158808,0.878412698,61.65407152,0
0.054708992,0.576825397,68.35192305,0
0.049672975,0.047619048,66.72125868,0
0.494048692,0,90.22683283,0
5.390796258,0,69.8236565,0
10.67832792,0,74.15156426,0
19.45318553,0,92.03822574,0
31.25077977,0,123.5708266,0
34.13209876,0,128.5017453,0
29.27653714,0.18,92.97606931,0
25.41774346,0,94.26377029,0
21.80163023,0,94.09846871,0
22.06333178,0,78.84086176,0
21.9665228,0,74.76868888,0
18.4176075,0,63.99777145,0
9.035348275,0,36.40863208,0
3.04082685,0,55.89206895,0
3.049276608,0,35.74450005,0
4.344213208,0,36.9711825,0
0.963480833,0,36.20686919,0
0.611946667,0,38.72777972,0
0.6249903,0,35.21410409,0
4.137895175,0,36.25616518,0
9.795110533,0,44.48696993,0
7.50337155,0,41.8657659,0
10.06575179,0,39.45694733,0
30.57215602,0,36.42083843,0
32.04470363,0,40.68431319,0
27.12961691,0,39.26391395,0
34.15689559,0,37.22849786,0
39.12055834,0,39.36418052,0
40.40795006,0.103174603,62.87216894,0
41.70135226,0.301587302,80.49745916,0
37.46850018,0.595238095,42.63250434,0
39.54910918,1.69047619,43.24433824,0
36.16931463,1.436507937,47.02582744,0
35.53198404,2.134920635,49.35526471,0
40.54149809,5.507936508,46.69308634,0
41.86791202,2.182539683,46.32649092,0
43.16572595,6.595238095,40.9776467,8.783317345
44.28715744,7.293650794,40.74168718,10.83912105
44.79706447,7.936507937,46.14254046,6.591031947
44.49423339,8.087301587,38.47622855,14.10530643
46.25772845,7.738095238,43.87926704,10.11655665
45.33431541,8.634920635,43.31392007,10.65531598
43.5781525,7.095238095,43.79761496,6.875775635
44.1544628,3.722222222,38.51457438,9.362110642
44.45644423,4.563492063,43.46754381,5.552392483
45.47683358,2.777777778,40.55525201,7.699359348
42.60943874,0.396825397,46.94413267,0
43.48965553,0.047619048,48.16860827,0
42.74139678,0,51.71316007,0
39.68489785,0,66.53393611,0
41.88811899,0.18,84.2460385,0
44.02736208,0,133.6131973,0
43.14596173,0,96.06377007,0
42.19737113,0,87.34195009,0
38.96745465,0,83.57750608,0
41.10302387,0,65.70815827,0
41.72069918,0,63.27795739,0
40.40233757,0,61.12407615,0
33.06818507,0,63.12573456,0
27.43526638,0,62.91650085,0
27.72474875,0,55.78350471,0
24.0219275,0,49.64482068,0
20.34008238,0,47.72253889,0
21.24258702,0,44.04206829,0
19.22939435,0,44.04694555,0
24.88437108,0,41.42233384,0
27.60822887,0,41.16456001,0
29.90065715,0,41.75239965,0
33.26316478,0,45.82896733,0
35.61330518,0,47.10895455,0
33.76485369,0,40.09106651,0
34.74390299,0,42.33596548,0
34.88715536,0,45.61689412,0
35.17367905,0,39.93147439,0
30.03941304,0,42.34032389,0
27.52196768,0,43.66318874,0
26.74831578,0,45.59417618,0
28.53006364,0.246031746,47.93341304,0
31.76170846,0.444444444,49.45674808,0
36.97801315,0.396825397,51.76042468,0
32.46919989,1.738095238,49.57922436,0
34.02800517,4.015873016,52.3120773,0
39.78698321,5.357142857,48.00888111,0
39.87065083,6.301587302,44.85874431,1.313493822
32.0650541,7.293650794,50.20914949,0
36.40546439,7.738095238,49.36621829,0
39.57798321,4.119047619,48.19477504,0
39.52818327,8.634920635,47.22235839,0.940745515
41.43864083,9.277777778,50.07026119,0.646157418
38.40437434,9.325396825,50.72534002,0
42.87596351,8.484126984,44.20162682,7.158463674
45.66924274,7.388888889,45.00337626,8.054755369
46.10945703,5.857142857,47.50634304,4.460256847
46.91257566,2.428571429,48.91332584,0.427821249
46.10160821,0.396825397,46.02827266,0.470160947
45.26336488,0.047619048,51.23488653,0
46.96170529,0,53.50361694,0
46.12477433,0,55.98377428,0
45.9792378,0,54.79446806,0
45.21580643,0,54.85007097,0
44.55238058,0,68.31650653,0
43.45515154,0,60.5291707,0
41.14982191,0,60.58886221,0
43.99861513,0,69.39455503,0
44.32924083,0.18,63.5851082,0
40.92015762,0,64.33861357,0
46.76313131,0,51.82609813,0
47.02299029,0,55.86237286,0
46.93507874,0,50.47587795,0
47.50544323,0,29.28875267,18.21669056
47.17467536,0,47.1461384,0.02853696
45.66812375,0,43.59844499,2.06967876
43.76250185,0,33.19552993,10.56697192
46.13089839,0,34.71565536,11.41524303
47.11684999,0,32.40968471,14.70716528
46.88833787,0,31.0824455,15.80589237
43.51648823,0,37.51200876,6.00447947
42.08363756,0,34.92533302,7.15830454
46.85827666,0,29.81117065,17.04710601
46.71430405,0,27.9972708,18.71703325
46.13462542,0,33.12195411,13.01267131
44.92304844,0,29.43689126,15.48615718
40.44078006,0,26.97754121,13.46323885
43.50047751,0,30.97423328,12.52624423
43.43013042,0.047619048,30.86935166,12.60839781
45.85148488,2.790793651,34.7577831,13.88449543
44.64534167,2.628412698,37.80993597,9.463818398
44.83682317,1.669206349,36.74050556,9.765523959
45.92874024,1.882063492,38.0422325,9.768571232
42.32242084,4.585873016,44.10760573,2.800688126
43.4610562,7.35031746,58.68510876,0
41.46151043,15.4815873,52.83121474,4.11188299
44.81476377,17.83444444,40.79372792,21.85548029
46.12703006,18.67571429,57.10587088,7.69687347
46.49952566,18.98412698,80.38373132,0
46.43415809,18.72619048,66.25823118,0
46.47464208,18.45777778,62.62527611,2.30714375
46.84274118,17.57539683,38.04427119,26.37386682
46.53748381,15.41412698,36.99997441,24.95163638
46.30824774,12.87444444,35.965265,23.21742718
46.41157053,10.08079365,42.89083812,13.60152606
43.52761358,5.093809524,42.78207593,5.839347174
41.85893381,1.146825397,40.5559455,2.449813707
41.87933328,0.047619048,42.08385482,0
42.55917958,0,42.29974043,0.25943915
40.43106858,0,48.27139074,0
44.39144898,0,54.03713689,0
43.32934244,0,53.82158619,0
43.90202977,0,61.77439338,0
46.56574607,0,50.79961369,0
46.18364333,0,55.29791818,0
45.538494,0,95.52516891,0
43.61614323,0,88.24570588,0
46.01777488,0,60.71843424,0
47.13618149,0,42.32178744,4.81439405
47.09046048,0,38.69080748,8.399653
46.35591923,0,31.74255917,14.61336006
46.18715822,0,41.40264001,4.78451821
44.83850845,0,35.85262805,8.9858804
44.59680238,0,32.51534556,12.08145682
45.42046452,0,33.38763992,12.0328246
43.62426619,0,33.64737543,9.97689076
41.15167298,0,33.43458119,7.71709179
43.49985899,0.18,33.99438706,9.68547193
44.87408268,0,38.54259926,6.33148342
41.56541733,0,37.80375327,3.76166406
40.99116601,0,32.87986448,8.11130153
34.64017512,0,32.73950132,1.9006738
24.17538208,0,38.5989927,0
18.73926893,0,40.27410329,0
18.95291513,0,38.55085917,0
17.43525624,0,37.28245815,0
13.0412931,0.047619048,40.28065341,0
11.50784167,2.790793651,85.87623565,0
11.59048358,2.838412698,85.21712668,0
5.219926375,1.669206349,81.21509906,0
5.812443817,2.006507937,78.04231871,0
6.978107925,4.585873016,38.8474975,0
4.635821192,6.904761905,42.61409842,0
3.383494883,15.3015873,37.25025253,0
2.351187983,17.67206349,37.55370827,0
3.934965058,18.37047619,43.60410703,0
4.1881419,18.57650794,43.37690842,0
5.374765125,18.67857143,37.59715065,0
4.714252142,17.99460318,39.30976123,0
3.349448925,17.19698413,37.14711127,0
4.477924583,14.98809524,36.28897652,0
9.196154167,12.67603175,37.9633638,0
12.07760298,9.787142857,38.80036426,0
9.833786725,5.178571429,38.6887293,0
7.073563875,1.146825397,44.6280049,0
7.938065842,0.047619048,45.06611528,0
11.73101768,0,46.14886346,0
11.41518589,0,48.86815777,0
11.01060281,0,52.98807123,0
12.72791953,0,59.21723429,0
14.98194398,0,62.25054495,0
17.1780897,0,61.71766631,0
14.44138893,0,62.40348422,0
14.27557132,0,57.22101506,0
15.59498828,0,48.02204205,0
13.72633072,0,37.87963951,0
8.6549431,0,38.65461615,0
2.732027567,0,42.18944336,0
0.864619825,0,34.74923232,0
0.064054525,0,35.8559798,0
0,0,31.42729577,0
0.052434408,0,26.33277701,0
0.057491008,0,28.70171115,0
0,0,28.50735672,0
0.062341192,0,27.36032336,0
0.005957675,0,27.13140112,0
0.263443033,0,33.86358981,0
2.87993565,0,35.13198101,0
6.516255592,0,26.28389914,0
10.36719345,0,31.93151608,0
7.100598167,0,34.25070291,0
6.442988092,0,32.33021136,0
6.770508625,0,31.05227693,0
7.62813965,0,30.66084247,0
9.535835125,0.227619048,32.79108298,0
8.649977375,2.790793651,34.44079055,0
10.16546327,2.676031746,38.1933097,0
12.47726124,0.919206349,39.63765447,0
13.64068565,2.10968254,64.70559213,0
12.65391351,4.736666667,76.18325311,0
12.93198626,7.103174603,33.78743815,0
12.09303363,15.63238095,34.43761784,0
12.42276828,17.9852381,35.48416987,0
14.88003328,18.66412698,29.55395935,3.99020091
19.90839279,19.23015873,33.92220034,5.21635118
26.20204965,19.20777778,33.27562718,12.13420025
33.37322143,18.67460318,30.92411228,21.12371233
35.45094172,17.82142857,41.06574624,12.20662405
33.02131882,15.56492064,36.7177804,11.86845906
31.40467238,12.96968254,38.65395907,5.72039585
33.43843869,9.985555556,36.71775201,6.706242236
35.43268523,5.273809524,35.49747665,5.209018104
35.87690762,1.25,35.45741643,1.66949119
23.57253464,0.047619048,48.25029147,0
25.28668173,0,51.40083241,0
20.94446727,0,75.40865364,0
21.8158706,0,99.13070954,0
19.50080495,0,57.68074037,0
17.57335982,0,54.62000039,0
15.47722994,0,56.25139713,0
16.39838673,0,54.1737464,0
16.87187738,0,51.62055293,0
17.43289512,0.18,52.12718526,0
18.94897965,0,51.0697707,0
20.86199013,0,46.28533785,0
22.20810501,0,47.17882321,0
23.29468768,0,72.14536669,0
30.06212006,0,80.16017391,0
28.86522649,0,33.07132108,0
26.15053994,0,30.53149192,0
29.31819548,0,30.61095505,0
