time,property,state
1473,11.252519,8
1474,11.304229,8
1475,11.177405,8
1476,11.367109,8
1477,10.931203,8
1478,10.829958,8
1479,10.30883,8
1480,9.178235,7
1481,7.4128532,7
1482,8.311245,7
1483,6.725354,7
1484,5.506941,6
1485,4.68,5
1486,4.32,5
1487,5.4477882,6
1488,6.2145634,6
1489,6.638072,6
1490,6.379216,6
1491,5.5887027,6
1492,3.9763298,4
1493,3.6,4
1494,4.32,5
1495,5.771239,6
1496,6.8399997,7
1497,7.208994,7
1498,8.311245,7
1499,9.826088,7
1500,10.661107,8
1501,11.440978,8
1502,11.792404,8
1503,11.177405,8
1504,11.165805,8
1505,10.163227,8
1506,9.659814,7
1507,9.227524,7
1508,8.766573,7
1509,8.311245,7
1510,7.8954163,7
1511,7.628263,7
1512,7.8954163,7
1513,7.8954163,7
1514,7.4128532,7
1515,6.9247384,7
1516,5.95906,6
1517,5.6920996,6
1518,6.28713,6
1519,6.5693827,6
1520,6.5693827,6
1521,6.924738,7
1522,7.2805495,7
1523,8.825508,7
1524,9,7
1525,10.365251,8
1526,10.636766,8
1527,9.021574,7
1528,9.178235,7
1529,7.729527,7
1530,6.489992,6
1531,5.495161,6
1532,5.3999996,6
1533,4.510787,5
1534,4.198285,5
1535,4.39436,5
1536,4.5820518,5
1537,4.3349743,5
1538,3.8268526,4
1539,3.096837,3
1540,2.4149535,1
1541,1.9386592,1
1542,0.71999997,1
1543,0,1
1544,1.2979984,1
1545,2.1897945,1
1546,3.6,4
1547,5.4833565,6
1548,7.5685663,7
1549,8.759178,7
1550,8.905908,7
1551,9.227524,7
1552,9.178235,7
1553,9.360001,7
1554,9.028754,7
1555,9,7
1556,9.449572,7
1557,8.905908,7
1558,9.178235,7
1559,9.255571,7
1560,9.605998,7
1561,9.904906,7
1562,9.565437,7
1563,9.028754,7
1564,7.628263,7
1565,7.628263,7
1566,8.089993,7
1567,7.754637,7
1568,7.968939,7
1569,8.311245,7
1570,9,7
1571,10.137692,8
1572,10.24578,8
1573,10.365251,8
1574,10.365251,8
1575,9.983106,8
1576,9.021574,7
1577,8.0899935,7
1578,8.209263,7
1579,8.311245,7
1580,8.089993,7
1581,7.8954163,7
1582,8.049845,7
1583,8.707237,7
1584,8.587338,7
1585,7.9932966,7
1586,6.8777895,7
1587,5.3999996,6
1588,3.5455887,4
1589,2.2768397,1
1590,4.73506,5
1591,6.489992,6
1592,6.2145634,6
1593,5.1544156,6
1594,4.1046314,5
1595,2.2768397,1
1596,0,1
1597,3.219938,3
1598,4.6938257,5
1599,6.151683,6
1600,6.439876,6
1601,6.830519,7
1602,8.209263,7
1603,8.209263,7
1604,7.5170207,7
1605,6.9899354,7
1606,7.5685663,7
1607,8.311245,7
1608,9.0645685,7
1609,8.707238,7
1610,9.0645685,7
1611,8.049845,7
1612,6.28713,6
1613,5.937272,6
1614,5.3517847,6
1615,5.6920996,6
1616,5.3517847,6
1617,5.5887027,6
1618,6.0347,6
1619,7.172949,7
1620,7.968939,7
1621,8.557102,7
1622,8.373386,7
1623,8.217153,7
1624,7.9036193,7
1625,6.9247384,7
1626,5.6920996,6
1627,4.896529,5
1628,4.452954,5
1629,3.6179552,4
1630,3.2599385,3
1631,3.9763298,4
1632,4.452954,5
1633,3.8773184,4
1634,2.3051248,1
1635,0.71999997,1
1636,4.0249224,5
1637,4.2136917,5
1638,4.3498964,5
1639,3.8939953,4
1640,3.8268526,4
1641,3.6,4
1642,2.6208394,2
1643,2.0364676,1
1644,3.7585104,4
1645,5.04,6
1646,6.2145634,6
1647,6.725354,7
1648,7.072878,7
1649,6.725354,7
1650,6.2145634,6
1651,6.8399997,7
1652,7.208994,7
1653,8.311245,7
1654,9.028754,7
1655,10.086427,8
1656,10.538843,8
1657,10.390226,8
1658,10.483357,8
1659,10.24578,8
1660,8.209263,7
1661,8.4042845,7
1662,9.779817,7
1663,10.853866,8
1664,11.183201,8
1665,11.542478,8
1666,12.287555,8
1667,12.620554,8
1668,12.261158,8
1669,11.542478,8
1670,11.252519,8
1671,10.661107,8
1672,9.9571085,7
1673,10.853866,8
1674,11.879999,8
1675,12.245294,8
1676,13.004921,8
1677,12.979984,8
1678,11.928989,8
1679,12.783802,8
1680,12.429127,8
1681,12.783802,8
1682,12.261158,8
1683,13.004921,8
1684,10.538843,8
1685,10.440001,8
1686,10.446206,8
1687,10.1376915,8
1688,10.182337,8
1689,10.390226,8
1690,10.137692,8
1691,10.483357,8
1692,9.6932955,7
1693,10.703569,8
1694,10.365251,8
1695,10.587917,8
1696,10.137692,8
1697,9.346143,7
1698,8.905908,7
1699,8.350138,7
1700,8.287822,7
1701,8.64,7
1702,9.007196,7
1703,9,7
1704,9.72,7
1705,10.464798,8
1706,10.594036,8
1707,10.182337,8
1708,7.928178,7
1709,8.669949,7
1710,8.647496,7
1711,9.028754,7
1712,9.779817,7
1713,9.826088,7
1714,10.823973,8
1715,11.5199995,8
1716,11.183201,8
1717,11.183201,8
1718,11.159999,8
1719,11.885453,8
1720,10.823973,8
1721,10.799999,8
1722,11.183201,8
1723,11.252519,8
1724,10.440001,8
1725,10.086427,8
1726,10.8955765,8
1727,12.261158,8
1728,12.599999,8
1729,12.979984,8
1730,12.6462,8
1731,12.261158,8
1732,10.823973,8
1733,10.805999,8
1734,11.183201,8
1735,10.799999,8
1736,10.805999,8
1737,11.183201,8
1738,11.525623,8
1739,10.799999,8
1740,11.5199995,8
1741,11.212135,8
1742,11.252519,8
1743,11.183201,8
1744,12.015589,8
1745,13.084402,8
1746,12.287555,8
1747,12.144331,8
1748,12.429127,8
1749,12.144331,8
1750,11.525623,8
1751,11.367109,8
1752,12.224107,8
1753,12.10157,8
1754,12.303366,8
1755,13.009903,8
1756,13.039754,8
1757,11.27553,8
1758,10.483357,8
1759,11.792404,8
1760,12.324414,8
1761,12.6462,8
1762,12.324414,8
1763,13.138765,8
1764,15.815435,8
1765,14.934577,8
1766,13.32,8
1767,13.1041975,8
1768,12.245293,8
1769,11.113451,8
1770,10.365251,8
1771,9.904906,7
1772,9,7
1773,8.209263,7
1774,6.5693827,6
1775,3.96,4
1776,1.8,1
1777,0,1
1778,2.52,2
1779,4.73506,5
1780,7.6367526,7
1781,8.4042845,7
1782,9.178235,7
1783,9.9571085,7
1784,10.041354,8
1785,10.24578,8
1786,8.905908,7
1787,8.049845,7
1788,6.638072,6
1789,6.9899354,7
1790,6.379216,6
1791,5.4833565,6
1792,3.5455887,4
1793,3.319036,3
1794,3.8268526,4
1795,3.8268526,4
1796,3.8939953,4
1797,3.0758414,3
1798,2.52,2
1799,3.219938,3
1800,4.68,5
1801,5.04,6
1802,5.771239,6
1803,6.849467,7
1804,9,7
1805,9.3876505,7
1806,9.3876505,7
1807,9.826088,7
1808,9.6932955,7
1809,10.028439,8
1810,10.041354,8
1811,10.739833,8
1812,10.390226,8
1813,9.826088,7
1814,10.08,8
1815,9.3669195,7
1816,8.64,7
1817,7.5685663,7
1818,7.289444,7
1819,6.9153743,7
1820,6.3690495,6
1821,6.9153743,7
1822,5.904439,6
1823,5.8603754,6
1824,5.00128,6
1825,4.829907,5
1826,4.3498964,5
1827,3.8773184,4
1828,4.802999,5
1829,4.2136917,5
1830,3.96,4
1831,2.9024127,3
1832,1.0182338,1
1833,1.1384199,1
1834,2.5455842,2
1835,1.9386592,1
1836,0.35999998,1
1837,1.609969,1
1838,3.096837,3
1839,2.7416782,2
1840,2.8116899,2
1841,5.7599998,6
1842,5.4119864,6
1843,5.4477882,6
1844,6.28713,6
1845,5.495161,6
1846,3.396233,4
1847,2.16,1
1848,1.2979984,1
1849,1.835647,1
1850,3.5455887,4
1851,6.151683,6
1852,4.8965297,5
1853,4.1046314,5
1854,1.4399999,1
1855,0.8049845,1
1856,0,1
1857,1.835647,1
1858,3.8773184,4
1859,4.6800003,5
1860,5.95906,6
1861,6.9247384,7
1862,7.7879906,7
1863,7.10031,7
1864,7.9036193,7
1865,7.9036193,7
1866,7.2,7
1867,6.193674,6
1868,5.1919937,6
1869,4.198285,5
1870,2.8116899,2
1871,2.3051248,1
1872,1.835647,1
1873,1.835647,1
1874,1.08,1
1875,1.609969,1
1876,1.835647,1
1877,3.9763298,4
1878,4.452954,5
1879,4.1046314,5
1880,3.8773184,4
1881,2.0991426,1
1882,0,1
1883,1.08,1
1884,3.671294,4
1885,5.6920996,6
1886,6.28713,6
1887,6.9247384,7
1888,7.628263,7
1889,8.089993,7
1890,7.0911775,7
1891,8.049845,7
1892,7.24486,7
1893,6.9247384,7
1894,6.9527545,7
1895,7.754637,7
1896,7.968939,7
1897,8.311245,7
1898,8.654986,7
1899,8.311245,7
1900,6.6185193,6
1901,7.5942073,7
1902,7.92,7
1903,7.208994,7
1904,7.2359104,7
1905,7.5599995,7
1906,8.669949,7
1907,7.2805495,7
1908,8.905908,7
1909,8.654986,7
1910,8.891344,7
1911,8.766573,7
1912,8.427383,7
1913,7.172949,7
1914,7.42159,7
1915,7.69592,7
1916,7.69592,7
1917,7.5942073,7
1918,7.2359104,7
1919,7.2805495,7
1920,7.2805495,7
1921,7.342588,7
1922,7.172949,7
1923,7.289444,7
1924,7.42159,7
1925,6.151683,6
1926,6.0347,6
1927,5.771239,6
1928,5.3999996,6
1929,5.04,6
1930,6.489992,6
1931,6.5693827,6
1932,6.638072,6
1933,6.763786,7
1934,6.9247384,7
1935,7.10031,7
1936,8.4963045,7
1937,7.145796,7
1938,6.1305785,6
1939,4.1046314,5
1940,2.16,1
1941,4.32,5
1942,5.771239,6
1943,6.162207,6
1944,6.162207,6
1945,7.2,7
1946,7.92,7
1947,8.28,7
1948,9.007196,7
1949,9.746631,7
1950,10.182337,8
1951,10.182337,8
1952,10.661107,8
1953,9.9571085,7
1954,8.905908,7
1955,7.8625183,7
1956,7.072878,7
1957,5.937272,6
1958,3.4152596,4
1959,0.35999998,1
1960,3.6179552,4
1961,4.73506,5
1962,6.6185193,6
1963,6.28713,6
1964,6.2145634,6
1965,6.87779,7
1966,7.342588,7
1967,7.289444,7
1968,7.42159,7
1969,7.42159,7
1970,6.989936,7
1971,5.1165614,6
1972,4.3349743,5
1973,3.396233,4
1974,2.9024127,3
1975,2.0991426,1
1976,1.9386592,1
1977,1.9386592,1
1978,3.4152596,4
1979,5.5887027,6
1980,6.725354,7
1981,8.12197,7
1982,8.759178,7
1983,9.779817,7
1984,10.739833,8
1985,11.090103,8
1986,10.739833,8
1987,11.440978,8
1988,11.090103,8
1989,10.041354,8
1990,9.449572,7
1991,8.891344,7
1992,7.729527,7
1993,7.5685663,7
1994,7.289444,7
1995,7.5170207,7
1996,7.754637,7
1997,6.830519,7
1998,6.379216,6
1999,6.162207,6
2000,6.12,6
2001,7.5685663,7
2002,7.9526596,7
2003,9.726665,7
2004,9.3669195,7
2005,9.746631,7
2006,10.105681,8
2007,10.08,8
2008,11.720751,8
2009,13.75558,8
2010,12.620554,8
2011,11.966954,8
2012,11.966953,8
2013,10.365251,8
2014,10.137692,8
2015,11.27553,8
2016,10.483357,8
2017,10.041354,8
2018,9.531505,7
2019,8.647496,7
2020,6.0347,6
2021,2.16,1
2022,2.0364676,1
2023,1.609969,1
2024,0.8049845,1
2025,4.0249224,5
2026,6.4799995,6
2027,7.6367526,7
2028,8.4042845,7
2029,9.227524,7
2030,9.021574,7
2031,9.19939,7
2032,12.287555,8
2033,13.849477,8
2034,14.182355,8
2035,12.641076,8
2036,11.090103,8
2037,11.440978,8
2038,11.013882,8
2039,10.239453,8
2040,10.390226,8
2041,10.041354,8
2042,10.308831,8
2043,10.853866,8
2044,11.159999,8
2045,11.542478,8
2046,12.245294,8
2047,11.879999,8
2048,11.885453,8
2049,11.570515,8
2050,10.853866,8
2051,10.8955765,8
2052,10.594036,8
2053,9.826088,7
2054,8.759178,7
2055,7.2805495,7
2056,7.771331,7
2057,7.771331,7
2058,8.209263,7
2059,8.209263,7
2060,7.968939,7
2061,7.628263,7
2062,7.5170207,7
2063,7.5170207,7
2064,7.628263,7
2065,6.6185193,6
2066,6.725354,7
2067,7.42159,7
2068,7.771331,7
2069,7.072878,7
2070,6.28713,6
2071,5.937272,6
2072,5.506941,6
2073,5.506941,6
2074,4.0249224,5
2075,1.484318,1
2076,1.08,1
2077,1.8,1
2078,2.2768397,1
2079,2.968636,3
2080,3.2599385,3
2081,2.52,2
2082,2.9024127,3
2083,4.802999,5
2084,6.87779,7
2085,7.5599995,7
2086,7.5685663,7
2087,7.5942073,7
2088,7.92,7
2089,9,7
2090,9.72,7
2091,9.3669195,7
2092,9.028754,7
2093,8.350138,7
2094,8.4042845,7
2095,7.771331,7
2096,7.072878,7
2097,6.725354,7
2098,7.342588,7
2099,6.9899354,7
2100,6.162207,6
2101,3.671294,4
2102,2.9024127,3
2103,3.7064266,4
2104,4.198285,5
2105,7.342588,7
2106,6.439876,6
2107,3.319036,3
2108,2.52,2
2109,1.8,1
2110,3.096837,3
2111,3.7064266,4
2112,1.8,1
2113,2.0991426,1
2114,2.0364676,1
2115,4.1046314,5
2116,6.6185193,6
2117,7.2805495,7
2118,7.92,7
2119,6.924738,7
2120,6.28713,6
2121,4.379589,5
2122,2.968636,3
2123,0.5091169,1
2124,4.1046314,5
2125,5.3999996,6
2126,6.12,6
2127,5.937272,6
2128,6.792466,7
2129,7.386582,7
2130,5.8048253,6
2131,4.1046314,5
2132,4.452954,5
2133,3.319036,3
2134,1.0182338,1
2135,1.2979984,1
2136,1.2979984,1
2137,2.3051248,1
2138,2.1897945,1
2139,2.7416782,2
2140,3.319036,3
2141,2.5959969,2
2142,2.52,2
2143,3.7585104,4
2144,3.396233,4
2145,2.0364676,1
2146,1.08,1
2147,2.52,2
2148,5.4833565,6
2149,5.8048253,6
2150,5.1919937,6
2151,5.495161,6
2152,7.628263,7
2153,8.225035,7
2154,8.225035,7
2155,6.439876,6
2156,5.634891,6
2157,4.0249224,5
2158,2.2768397,1
2159,1.1384199,1
2160,3.396233,4
2161,4.072935,5
2162,4.1046314,5
2163,3.0758414,3
2164,3.0758414,3
2165,1.9386592,1
2166,1.484318,1
2167,2.9024127,3
2168,3.8268526,4
2169,4.3349743,5
2170,3.8268526,4
2171,2.1897945,1
2172,3.6,4
2173,5.0142193,6
2174,5.154415,6
2175,5.991594,6
2176,7.24486,7
2177,6.792466,7
2178,6.4096174,6
2179,5.0528407,6
2180,7.42159,7
2181,7.754637,7
2182,7.208994,7
2183,8.707238,7
2184,9.885262,7
2185,11.013882,8
2186,11.367109,8
2187,11.609651,8
2188,12.015589,8
2189,11.609651,8
2190,11.183201,8
2191,10.799999,8
2192,10.086427,8
2193,8.825508,7
2194,9.007196,7
2195,9,7
2196,6.87779,7
2197,4.3349743,5
2198,2.4149535,1
2199,3.9763298,4
2200,4.2136917,5
2201,5.00128,6
2202,5.1165614,6
2203,4.3349743,5
2204,2.4149535,1
2205,4.3349743,5
2206,7.208994,7
2207,7.9526596,7
2208,8.350138,7
2209,9.028754,7
2210,10.105681,8
2211,10.823973,8
2212,11.570515,8
2213,11.212135,8
2214,11.212135,8
2215,10.853866,8
2216,10.495713,8
2217,10.105681,8
2218,9.746631,7
2219,8.350138,7
2220,6.87779,7
2221,5.0528407,6
2222,3.2399998,3
2223,2.0364676,1
2224,3.4152596,4
2225,2.0991426,1
2226,2.7416782,2
2227,2.52,2
2228,3.319036,3
2229,4.1046314,5
2230,5.0528407,6
2231,5.8048253,6
2232,6.130579,6
2233,6.489992,6
2234,6.489992,6
2235,6.8399997,7
2236,6.87779,7
2237,7.5685663,7
2238,7.928178,7
2239,8.311245,7
2240,8.669949,7
2241,9.028754,7
2242,9.0645685,7
2243,9.028754,7
2244,8.28,7
2245,6.4799995,6
2246,5.7599998,6
2247,5.8048253,6
2248,4.2136917,5
2249,5.00128,6
2250,4.510787,5
2251,4.510787,5
2252,5.771239,6
2253,6.130579,6
2254,7.2,7
2255,7.5599995,7
2256,7.5685663,7
2257,7.5685663,7
2258,8.28,7
2259,8.669949,7
2260,7.5942073,7
2261,8.287822,7
2262,9.36,7
2263,9.028754,7
2264,8.669949,7
2265,8.287822,7
2266,7.2359104,7
2267,6.489992,6
2268,6.8399997,7
2269,6.4799995,6
2270,7.5599995,7
2271,5.1544156,6
2272,5.04,6
2273,3.6,4
2274,2.3051248,1
2275,4.1046314,5
2276,3.9763298,4
2277,3.671294,4
2278,1.484318,1
2279,0.71999997,1
2280,1.9386592,1
2281,1.08,1
2282,3.6,4
2283,1.609969,1
2284,6.151683,6
2285,1.8,1
2286,2.9024127,3
2287,3.2599385,3
2288,5.95906,6
2289,6.87779,7
2290,7.5599995,7
2291,6.5693827,6
2292,5.4119864,6
2293,4.379589,5
2294,2.5455842,2
2295,3.671294,4
2296,4.39436,5
2297,3.8773184,4
2298,4.6800003,5
2299,6.6185193,6
2300,5.692099,6
2301,3.2599385,3
2302,4.1046314,5
2303,4.452954,5
2304,6.3690495,6
2305,7.5942082,7
2306,8.891343,7
2307,8.4963045,7
2308,5.3999996,6
2309,6.638072,6
2310,3.8268526,4
2311,2.5455842,2
2312,1.0182338,1
2313,2.5455842,2
2314,2.7416782,2
2315,4.2136917,5
2316,5.6920996,6
2317,5.2416787,6
2318,5.771239,6
2319,5.7599998,6
2320,6.87779,7
2321,6.8399997,7
2322,6.519877,6
2323,6.130579,6
2324,5.0142193,6
2325,5.3517847,6
2326,5.3999996,6
2327,5.00128,6
2328,5.634891,6
2329,6.379216,6
2330,5.937272,6
2331,5.7599998,6
2332,6.2145634,6
2333,7.172949,7
2334,6.6087217,6
2335,5.6233797,6
2336,4.6938257,5
2337,2.4149535,1
2338,3.396233,4
2339,6.519877,6
2340,6.9527545,7
2341,8.089993,7
2342,6.638072,6
2343,6.9899354,7
2344,5.3517847,6
2345,6.489992,6
2346,8.759178,7
2347,7.2359104,7
2348,6.162207,6
2349,4.0249224,5
2350,3.219938,3
2351,2.968636,3
2352,1.835647,1
2353,3.8268526,4
2354,5.495161,6
2355,7.172949,7
2356,7.5942082,7
2357,8.311245,7
2358,9.9571085,7
2359,10.853866,8
2360,11.542478,8
2361,11.928989,8
2362,11.542478,8
2363,10.799999,8
2364,10.08,8
2365,9.007196,7
2366,8.647496,7
2367,7.92,7
2368,7.208994,7
2369,6.5693827,6
2370,5.937272,6
2371,5.506941,6
2372,5.771239,6
2373,6.849467,7
2374,6.9899354,7
2375,6.725354,7
2376,6.725354,7
2377,6.830519,7
2378,6.489992,6
2379,5.95906,6
2380,4.379589,5
2381,3.671294,4
2382,4.0249224,5
2383,4.68,5
2384,5.7599998,6
2385,5.771239,6
2386,4.802999,5
2387,3.7585104,4
2388,2.8799999,3
2389,1.2979984,1
2390,0.71999997,1
2391,0.5091169,1
2392,3.096837,3
2393,4.5820518,5
2394,2.4149535,1
2395,1.4399999,1
2396,3.396233,4
2397,3.319036,3
2398,3.2399998,3
2399,3.319036,3
2400,4.452954,5
2401,3.8939953,4
2402,4.8433046,5
2403,6.6087217,6
2404,6.638072,6
2405,7.2,7
2406,7.2,7
2407,7.2,7
2408,7.928178,7
2409,7.6367526,7
2410,7.342588,7
2411,6.5693827,6
2412,5.7599998,6
2413,4.73506,5
2414,3.7585104,4
2415,2.8116899,2
2416,2.7416782,2
2417,4.5820518,5
2418,5.8603754,6
2419,5.3999996,6
2420,2.4149535,1
2421,3.0547013,3
2422,4.829907,5
2423,4.0249224,5
2424,5.2416787,6
2425,3.7585104,4
2426,2.4149535,1
2427,2.9024127,3
2428,2.16,1
2429,1.08,1
2430,0.35999998,1
2431,1.08,1
2432,2.2768397,1
2433,3.5455887,4
2434,3.396233,4
2435,3.396233,4
2436,4.072935,5
2437,5.634891,6
2438,6.9527545,7
2439,6.6185193,6
2440,6.489992,6
2441,5.771239,6
2442,7.5942073,7
2443,4.6800003,5
2444,4.0249224,5
2445,4.452954,5
2446,1.8,1
2447,1.484318,1
2448,2.8116899,2
2449,2.9024127,3
2450,0.5091169,1
2451,2.6208394,2
2452,3.563818,4
2453,3.096837,3
2454,1.2979984,1
2455,5.0528407,6
2456,5.0911684,6
2457,5.0911684,6
2458,5.1544156,6
2459,3.6179552,4
2460,1.5273507,1
2461,0.71999997,1
2462,2.8799999,3
2463,3.4152596,4
2464,3.8268526,4
2465,5.904439,6
2466,4.829907,5
2467,5.1919937,6
2468,5.0911684,6
2469,1.484318,1
2470,2.8799999,3
2471,2.1897945,1
2472,2.5455842,2
2473,1.9386592,1
2474,2.52,2
2475,4.0249224,5
2476,3.4152596,4
2477,3.5455887,4
2478,5.4477882,6
2479,5.4833565,6
2480,5.1544156,6
2481,6.12,6
2482,5.771239,6
2483,4.73506,5
2484,3.0547013,3
2485,3.2599385,3
2486,3.8773184,4
2487,4.39436,5
2488,4.6938257,5
2489,3.8939953,4
2490,6.1305785,6
2491,6.9153743,7
2492,4.39436,5
2493,4.3349743,5
2494,3.7585104,4
2495,2.2768397,1
2496,2.9024127,3
2497,3.8268526,4
2498,4.5820518,5
2499,5.1165614,6
2500,5.0142193,6
2501,4.896529,5
2502,6.849467,7
2503,6.5693827,6
2504,5.771239,6
2505,6.12,6
2506,5.4477882,6
2507,4.6800003,5
2508,4.072935,5
2509,3.6,4
2510,3.7585104,4
2511,4.510787,5
2512,5.991594,6
2513,5.8048253,6
2514,5.3517847,6
2515,6.989936,7
2516,3.319036,3
2517,4.379589,5
2518,4.1046314,5
2519,2.16,1
2520,4.5820518,5
2521,3.8939953,4
2522,4.6800003,5
2523,4.6800003,5
2524,5.815978,6
2525,5.154415,6
2526,4.0249224,5
2527,1.9386592,1
2528,1.8,1
2529,2.2768397,1
2530,5.4119864,6
2531,9.3669195,7
2532,10.440001,8
2533,10.1376915,8
2534,10.239453,8
2535,9.746631,7
2536,10.182337,8
2537,9.227524,7
2538,8.217153,7
2539,8.209263,7
2540,9.19939,7
2541,8.707237,7
2542,7.5942073,7
2543,6.9527545,7
2544,7.6367526,7
2545,8.825508,7
2546,9.255571,7
2547,8.669949,7
2548,8.64,7
2549,8.759178,7
2550,8.534353,7
2551,9.021574,7
2552,8.217153,7
2553,7.754637,7
2554,9.178235,7
2555,9.449572,7
2556,10.041354,8
2557,11.252519,8
2558,12.979984,8
2559,13.339445,8
2560,11.726277,8
2561,10.24578,8
2562,9.511088,7
2563,9.178235,7
2564,8.905908,7
2565,9.826088,7
2566,10.495713,8
2567,10.464798,8
2568,9.72,7
2569,9.028754,7
2570,8.557102,7
2571,7.771331,7
2572,6.8399997,7
2573,7.5685663,7
2574,6.638072,6
2575,6.6185193,6
2576,6.297428,6
2577,7.729527,7
2578,8.557102,7
2579,9.885262,7
2580,10.446206,8
2581,11.5199995,8
2582,11.542478,8
2583,10.495713,8
2584,9.779817,7
2585,9.3669195,7
2586,8.647496,7
2587,7.5599995,7
2588,6.849467,7
2589,6.12,6
2590,4.1046314,5
2591,3.0547013,3
2592,2.8799999,3
2593,3.096837,3
2594,4.829907,5
2595,5.154415,6
2596,5.937272,6
2597,6.519877,6
2598,7.2359104,7
2599,7.92,7
2600,8.287822,7
2601,6.87779,7
2602,7.2359104,7
2603,6.12,6
2604,5.04,6
2605,3.319036,3
2606,4.0249224,5
2607,6.28713,6
2608,8.311245,7
2609,5.2416787,6
2610,4.198285,5
2611,4.3349743,5
2612,3.7064266,4
2613,4.8433046,5
2614,7.24486,7
2615,8.049845,7
2616,8.669949,7
2617,9.72,7
2618,10.464798,8
2619,10.495713,8
2620,10.538843,8
2621,10.495713,8
2622,10.823973,8
2623,11.165805,8
2624,9.779817,7
2625,9.0645685,7
2626,8.669949,7
2627,7.2359104,7
2628,6.489992,6
2629,3.671294,4
2630,3.563818,4
2631,3.396233,4
2632,2.5455842,2
2633,1.8,1
2634,2.52,2
2635,2.7416782,2
2636,2.3051248,1
2637,4.452954,5
2638,4.73506,5
2639,5.04,6
2640,5.0911684,6
2641,4.452954,5
2642,4.0249224,5
2643,4.379589,5
2644,4.802999,5
2645,3.7585104,4
2646,4.73506,5
2647,3.7585104,4
2648,3.7585104,4
2649,4.829907,5
2650,3.096837,3
2651,1.5273507,1
2652,1.609969,1
2653,0.71999997,1
2654,2.8116899,2
2655,4.379589,5
2656,1.8,1
2657,3.319036,3
2658,3.8939953,4
2659,3.396233,4
2660,2.0991426,1
2661,2.2768397,1
2662,2.9024127,3
2663,4.32,5
2664,5.4119864,6
2665,7.2,7
2666,8.64,7
2667,9,7
2668,7.5599995,7
2669,6.2145634,6
2670,7.172949,7
2671,8.12197,7
2672,8.759178,7
2673,8.64,7
2674,8.311245,7
2675,7.208994,7
2676,6.4799995,6
2677,5.4477882,6
2678,4.6800003,5
2679,6.28713,6
2680,6.87779,7
2681,6.5693827,6
2682,7.9932976,7
2683,8.049845,7
2684,8.049845,7
2685,8.707238,7
2686,9.3876505,7
2687,10.105681,8
2688,10.495713,8
2689,10.538843,8
2690,10.495713,8
2691,10.464798,8
2692,12.964998,8
2693,13.679999,8
2694,14.759999,8
2695,14.05845,8
2696,13.722565,8
2697,13.397612,8
2698,13.084402,8
2699,11.966953,8
2700,10.853866,8
2701,10.105681,8
2702,9.028754,7
2703,7.928178,7
2704,8.647496,7
2705,6.849467,7
2706,7.342588,7
2707,6.519877,6
2708,5.3999996,6
2709,5.6920996,6
2710,7.072878,7
2711,7.2,7
2712,7.92,7
2713,7.5685663,7
2714,7.2359104,7
2715,7.2805495,7
2716,8.905908,7
2717,7.771331,7
2718,7.771331,7
2719,7.8625183,7
2720,7.5170207,7
2721,6.9899354,7
2722,6.924738,7
2723,5.4833565,6
2724,2.8116899,2
2725,2.3051248,1
2726,3.6,4
2727,2.1897945,1
2728,1.5273507,1
2729,0.8049845,1
2730,1.4399999,1
2731,1.8,1
2732,1.0182338,1
2733,3.4152596,4
2734,2.5455842,2
2735,2.8116899,2
2736,2.4149535,1
2737,2.7416782,2
2738,4.0249224,5
2739,4.6800003,5
2740,4.198285,5
2741,3.219938,3
2742,2.5959969,2
2743,2.8799999,3
2744,1.835647,1
2745,0.5091169,1
2746,0.71999997,1
2747,1.0182338,1
2748,2.8116899,2
2749,4.072935,5
2750,3.7064266,4
2751,3.8773184,4
2752,3.4152596,4
2753,1.2979984,1
2754,4.072935,5
2755,4.8433046,5
2756,4.829907,5
2757,3.8939953,4
2758,3.319036,3
2759,3.096837,3
2760,3.396233,4
2761,2.8116899,2
2762,1.835647,1
2763,1.2979984,1
2764,1.08,1
2765,1.2979984,1
2766,0.8049845,1
2767,1.08,1
2768,2.3051248,1
2769,3.319036,3
2770,4.072935,5
2771,4.8965297,5
2772,6.297428,6
2773,6.297428,6
2774,6.989936,7
2775,6.696387,7
2776,7.7043357,7
2777,6.9153743,7
2778,5.991594,6
2779,5.00128,6
2780,3.7585104,4
2781,2.52,2
2782,1.484318,1
2783,0.35999998,1
2784,1.08,1
2785,1.4399999,1
2786,2.16,1
2787,4.3349743,5
2788,6.4799995,6
2789,7.9526596,7
2790,8.350138,7
2791,8.825508,7
2792,7.9932976,7
2793,7.5942073,7
2794,9.007196,7
2795,8.28,7
2796,7.2,7
2797,6.4799995,6
2798,5.4477882,6
2799,4.802999,5
2800,4.896529,5
2801,3.5455887,4
2802,3.396233,4
2803,4.3498964,5
2804,5.04,6
2805,5.506941,6
2806,4.896529,5
2807,4.5536795,5
2808,3.7585104,4
2809,2.6208394,2
2810,0.8049845,1
2811,1.1384199,1
2812,2.5455842,2
2813,2.6208394,2
2814,1.835647,1
2815,2.16,1
2816,2.5455842,2
2817,4.0249224,5
2818,6.12,6
2819,7.6367526,7
2820,8.209263,7
2821,7.628263,7
2822,7.24486,7
2823,7.4128532,7
2824,6.989936,7
2825,6.489992,6
2826,5.8048253,6
2827,5.0142193,6
2828,5.0911684,6
2829,5.1544156,6
2830,5.6920996,6
2831,5.4477882,6
2832,5.0528407,6
2833,3.96,4
